x,y
206,5183940000
207,5239100000
208,5294570000
209,5350360000
210,5406460000
211,5462880000
212,5519620000
213,5576680000
214,5634060000
215,5691760000
216,5749770000
217,5808110000
218,5866760000
219,5925730000
220,5985030000
221,6044640000
222,6104580000
223,6164830000
224,6225410000
225,6286310000
226,6347530000
227,6409070000
228,6470930000
229,6533120000
230,6595630000
231,6658460000
232,6721610000
233,6785090000
234,6848900000
235,6913020000
236,6977470000
237,7042250000
238,7107350000
239,7172780000
240,7238530000
241,7304600000
242,7371010000
243,7437730000
244,7504790000
245,7572170000
246,7639880000
247,7707910000
248,7776280000
249,7844970000
250,7913980000
251,7983330000
252,8053000000
253,8123010000
254,8193340000
255,8264000000
256,8334990000
257,8406310000
258,8477950000
259,8549930000
260,8622240000
261,8694880000
262,8767850000
263,8841150000
264,8914780000
265,8988750000
266,9063040000
267,9137670000
268,9212630000
269,9287920000
270,9363540000
271,9439500000
272,9515790000
273,9592410000
274,9669370000
275,9746660000
276,9824280000
277,9902240000
278,9980530000
279,10059160000
280,10138120000
281,10217420000
282,10297050000
283,10377020000
284,10457320000
285,10537960000
286,10618930000
287,10700240000
288,10781890000
289,10863880000
290,10946200000
291,11028860000
292,11111850000
293,11195190000
294,11278860000
295,11362870000
296,11447210000
297,11531900000
298,11616930000
299,11702290000
300,11787990000
301,11874030000
302,11960420000
303,12047140000
304,12134200000
305,12221600000
306,12309340000
307,12397430000
308,12485850000
309,12574610000
310,12663720000
311,12753170000
312,12842950000
313,12933080000
314,13023560000
315,13114370000
316,13205530000
317,13297030000
318,13388870000
319,13481060000
320,13573580000
321,13666460000
322,13759670000
323,13853230000
324,13947130000
325,14041380000
326,14135970000
327,14230910000
328,14326190000
329,14421820000
330,14517790000
331,14614110000
332,14710770000
333,14807780000
334,14905130000
335,15002830000
336,15100880000
337,15199270000
338,15298010000
339,15397100000
340,15496530000
341,15596310000
342,15696440000
343,15796920000
344,15897740000
345,15998910000
346,16100430000
347,16202300000
348,16304520000
349,16407080000
350,16510000000
351,16613260000
352,16716880000
353,16820840000
354,16925150000
355,17029820000
356,17134830000
357,17240190000
358,17345910000
359,17451970000
360,17558380000
361,17665150000
362,17772270000
363,17879740000
364,17987560000
365,18095730000
366,18204250000
367,18313130000
368,18422350000
369,18531930000
370,18641870000
371,18752150000
372,18862790000
373,18973780000
374,19085130000
375,19196830000
376,19308880000
377,19421280000
378,19534040000
379,19647160000
380,19760630000
381,19874450000
382,19988630000
383,20103160000
384,20218050000
385,20333290000
386,20448890000
387,20564840000
388,20681150000
389,20797820000
390,20914840000
391,21032220000
392,21149950000
393,21268040000
394,21386490000
395,21505290000
396,21624450000
397,21743970000
398,21863850000
399,21984080000
400,22104670000
401,22225620000
402,22346930000
403,22468600000
404,22590620000
405,22713000000
406,22835740000
407,22958840000
408,23082300000
409,23206120000
410,23330300000
411,23454840000
412,23579730000
413,23704990000
414,23830610000
415,23956590000
416,24082920000
417,24209620000
418,24336680000
419,24464100000
420,24591880000
421,24720020000
422,24848530000
423,24977390000
424,25106620000
425,25236200000
426,25366150000
427,25496470000
428,25627140000
429,25758180000
430,25889580000
431,26021340000
432,26153460000
433,26285950000
434,26418800000
435,26552020000
436,26685600000
437,26819540000
438,26953840000
439,27088510000
440,27223550000
441,27358950000
442,27494710000
443,27630840000
444,27767330000
445,27904180000
446,28041410000
447,28178990000
448,28316950000
449,28455260000
450,28593950000
451,28733000000
452,28872410000
453,29012190000
454,29152340000
455,29292860000
456,29433740000
457,29574980000
458,29716600000
459,29858580000
460,30000930000
461,30143640000
462,30286730000
463,30430180000
464,30574000000
465,30718180000
466,30862740000
467,31007660000
468,31152950000
469,31298610000
470,31444640000
471,31591040000
472,31737800000
473,31884940000
474,32032440000
475,32180310000
476,32328560000
477,32477170000
478,32626150000
479,32775510000
480,32925230000
481,33075320000
482,33225780000
483,33376620000
484,33527820000
485,33679400000
486,33831340000
487,33983660000
488,34136350000
489,34289410000
490,34442840000
491,34596640000
492,34750810000
493,34905360000
494,35060280000
495,35215570000
496,35371230000
497,35527270000
498,35683680000
499,35840460000
500,35997610000
501,36155140000
502,36313040000
503,36471310000
504,36629960000
505,36788980000
506,36948370000
507,37108140000
508,37268280000
509,37428800000
510,37589690000
511,37750950000
512,37912590000
513,38074600000
514,38236990000
515,38399760000
516,38562890000
517,38726410000
518,38890300000
519,39054560000
520,39219200000
521,39384220000
522,39549610000
523,39715380000
524,39881520000
525,40048040000
526,40214940000
527,40382210000
528,40549860000
529,40717890000
530,40886290000
531,41055070000
532,41224230000
533,41393770000
534,41563680000
535,41733970000
536,41904640000
537,42075690000
538,42247110000
539,42418910000
540,42591090000
541,42763650000
542,42936590000
543,43109910000
544,43283600000
545,43457670000
546,43632130000
547,43806960000
548,43982170000
549,44157760000
550,44333730000
551,44510080000
552,44686810000
553,44863920000
554,45041410000
555,45219280000
556,45397530000
557,45576160000
558,45755170000
559,45934560000
560,46114340000
561,46294490000
562,46475030000
563,46655940000
564,46837240000
565,47018920000
566,47200980000
567,47383420000
568,47566240000
569,47749450000
570,47933040000
571,48117010000
572,48301360000
573,48486100000
574,48671210000
575,48856710000
576,49042600000
577,49228860000
578,49415510000
579,49602540000
580,49789960000
581,49977760000
582,50165940000
583,50354510000
584,50543460000
585,50732790000
586,50922510000
587,51112610000
588,51303100000
589,51493970000
590,51685220000
591,51876860000
592,52068890000
593,52261300000
594,52454090000
595,52647270000
596,52840840000
597,53034790000
598,53229120000
599,53423850000
600,53618950000
601,53814450000
602,54010330000
603,54206590000
604,54403240000
605,54600280000
606,54797710000
607,54995520000
608,55193710000
609,55392300000
610,55591270000
611,55790630000
612,55990370000
613,56190510000
614,56391030000
615,56591930000
616,56793230000
617,56994910000
618,57196980000
619,57399440000
620,57602290000
621,57805520000
622,58009150000
623,58213160000
624,58417560000
625,58622350000
626,58827530000
627,59033090000
628,59239050000
629,59445400000
630,59652130000
631,59859250000
632,60066770000
633,60274670000
634,60482960000
635,60691640000
636,60900720000
637,61110180000
638,61320030000
639,61530270000
640,61740910000
641,61951930000
642,62163340000
643,62375150000
644,62587350000
645,62799930000
646,63012910000
647,63226280000
648,63440040000
649,63654190000
650,63868730000
651,64083670000
652,64298990000
653,64514710000
654,64730820000
655,64947330000
656,65164220000
657,65381510000
658,65599190000
659,65817260000
660,66035720000
661,66254580000
662,66473830000
663,66693470000
664,66913510000
665,67133940000
666,67354760000
667,67575980000
668,67797590000
669,68019590000
670,68241990000
671,68464780000
672,68687960000
673,68911540000
674,69135510000
675,69359880000
676,69584640000
677,69809800000
678,70035350000
679,70261290000
680,70487630000
681,70714370000
682,70941500000
683,71169020000
684,71396940000
685,71625260000
686,71853970000
687,72083070000
688,72312580000
689,72542470000
690,72772770000
691,73003460000
692,73234540000
693,73466030000
694,73697910000
695,73930180000
696,74162850000
697,74395920000
698,74629380000
699,74863250000
700,75097500000
701,75332160000
702,75567210000
703,75802660000
704,76038510000
705,76274760000
706,76511400000
707,76748440000
708,76985880000
709,77223710000
710,77461950000
711,77700580000
712,77939610000
713,78179040000
714,78418860000
715,78659090000
716,78899710000
717,79140730000
718,79382150000
719,79623980000
720,79866190000
721,80108810000
722,80351830000
723,80595250000
724,80839060000
725,81083280000
726,81327900000
727,81572910000
728,81818330000
729,82064140000
730,82310360000
731,82556970000
732,82803990000
733,83051400000
734,83299220000
735,83547440000
736,83796050000
737,84045070000
738,84294490000
739,84544310000
740,84794530000
741,85045150000
742,85296180000
743,85547600000
744,85799430000
745,86051660000
746,86304290000
747,86557320000
748,86810750000
749,87064590000
750,87318820000
751,87573460000
752,87828500000
753,88083950000
754,88339800000
755,88596040000
756,88852700000
757,89109750000
758,89367210000
759,89625070000
760,89883330000
761,90142000000
762,90401070000
763,90660540000
764,90920420000
765,91180700000
766,91441380000
767,91702470000
768,91963960000
769,92225850000
770,92488150000
771,92750860000
772,93013960000
773,93277480000
774,93541390000
775,93805710000
776,94070440000
777,94335570000
778,94601100000
779,94867040000
780,95133390000
781,95400140000
782,95667290000
783,95934850000
784,96202820000
785,96471190000
786,96739970000
787,97009150000
788,97278740000
789,97548730000
790,97819130000
791,98089940000
792,98361150000
793,98632770000
794,98904790000
795,99177220000
796,99450060000
797,99723300000
798,99996960000
799,100271010000
800,100545480000
801,100820350000
802,101095630000
803,101371310000
804,101647410000
805,101923910000
806,102200820000
807,102478130000
808,102755860000
809,103033990000
810,103312530000
811,103591470000
812,103870830000
813,104150590000
814,104430760000
815,104711340000
816,104992330000
817,105273730000
818,105555530000
819,105837740000
820,106120370000
821,106403400000
822,106686840000
823,106970690000
824,107254950000
825,107539610000
826,107824690000
827,108110180000
828,108396070000
829,108682380000
830,108969090000
831,109256220000
832,109543750000
833,109831700000
834,110120050000
835,110408820000
836,110697990000
837,110987580000
838,111277580000
839,111567980000
840,111858800000
841,112150030000
842,112441670000
843,112733720000
844,113026180000
845,113319050000
846,113612330000
847,113906030000
848,114200130000
849,114494650000
850,114789580000
851,115084920000
852,115380670000
853,115676830000
854,115973410000
855,116270390000
856,116567790000
857,116865600000
858,117163830000
859,117462460000
860,117761510000
861,118060970000
862,118360850000
863,118661130000
864,118961830000
865,119262940000
866,119564470000
867,119866410000
868,120168760000
869,120471520000
870,120774700000
871,121078290000
872,121382290000
873,121686710000
874,121991540000
875,122296790000
876,122602440000
877,122908520000
878,123215000000
879,123521900000
880,123829220000
881,124136950000
882,124445090000
883,124753650000
884,125062620000
885,125372010000
886,125681810000
887,125992030000
888,126302660000
889,126613710000
890,126925170000
891,127237040000
892,127549340000
893,127862040000
894,128175170000
895,128488700000
896,128802660000
897,129117030000
898,129431810000
899,129747010000
900,130062630000
901,130378660000
902,130695110000
903,131011970000
904,131329260000
905,131646950000
906,131965070000
907,132283600000
908,132602540000
909,132921910000
910,133241690000
911,133561880000
912,133882500000
913,134203530000
914,134524980000
915,134846840000
916,135169130000
917,135491820000
918,135814940000
919,136138480000
920,136462430000
921,136786800000
922,137111590000
923,137436790000
924,137762420000
925,138088460000
926,138414920000
927,138741800000
928,139069090000
929,139396810000
930,139724940000
931,140053490000
932,140382460000
933,140711850000
934,141041660000
935,141371890000
936,141702530000
937,142033590000
938,142365080000
939,142696980000
940,143029300000
941,143362040000
942,143695210000
943,144028790000
944,144362790000
945,144697210000
946,145032040000
947,145367300000
948,145702980000
949,146039080000
950,146375600000
951,146712540000
952,147049900000
953,147387680000
954,147725880000
955,148064500000
956,148403540000
957,148743010000
958,149082890000
959,149423190000
960,149763920000
961,150105060000
962,150446630000
963,150788620000
964,151131030000
965,151473860000
966,151817110000
967,152160780000
968,152504880000
969,152849390000
970,153194330000
971,153539690000
972,153885470000
973,154231680000
974,154578300000
975,154925350000
976,155272820000
977,155620710000
978,155969030000
979,156317770000
980,156666930000
981,157016510000
982,157366510000
983,157716940000
984,158067790000
985,158419070000
986,158770760000
987,159122880000
988,159475430000
989,159828390000
990,160181780000
991,160535590000
992,160889830000
993,161244490000
994,161599570000
995,161955080000
996,162311010000
997,162667370000
998,163024150000
999,163381350000
1000,163738980000
1001,164097030000
1002,164455500000
1003,164814400000
1004,165173730000
1005,165533480000
1006,165893650000
1007,166254250000
1008,166615270000
1009,166976720000
1010,167338590000
1011,167700890000
1012,168063610000
1013,168426760000
1014,168790330000
1015,169154330000
1016,169518750000
1017,169883600000
1018,170248880000
1019,170614580000
1020,170980700000
1021,171347260000
1022,171714230000
1023,172081640000
1024,172449470000
1025,172817720000
1026,173186400000
1027,173555510000
1028,173925040000
1029,174295000000
1030,174665390000
1031,175036200000
1032,175407440000
1033,175779110000
1034,176151200000
1035,176523720000
1036,176896670000
1037,177270050000
1038,177643850000
1039,178018080000
1040,178392730000
1041,178767810000
1042,179143320000
1043,179519260000
1044,179895630000
1045,180272420000
1046,180649640000
1047,181027290000
1048,181405360000
1049,181783870000
1050,182162800000
1051,182542160000
1052,182921950000
1053,183302160000
1054,183682810000
1055,184063880000
1056,184445380000
1057,184827310000
1058,185209670000
1059,185592460000
1060,185975670000
1061,186359320000
1062,186743390000
1063,187127890000
1064,187512820000
1065,187898180000
1066,188283970000
1067,188670190000
1068,189056840000
1069,189443920000
1070,189831420000
1071,190219360000
1072,190607730000
1073,190996520000
1074,191385750000
1075,191775400000
1076,192165490000
1077,192556000000
1078,192946950000
1079,193338330000
1080,193730130000
1081,194122370000
1082,194515030000
1083,194908130000
1084,195301660000
1085,195695620000
1086,196090000000
1087,196484820000
1088,196880070000
1089,197275760000
1090,197671870000
1091,198068410000
1092,198465380000
1093,198862790000
1094,199260630000
1095,199658890000
1096,200057590000
1097,200456720000
1098,200856290000
1099,201256280000
1100,201656710000
1101,202057560000
1102,202458850000
1103,202860570000
1104,203262730000
1105,203665310000
1106,204068330000
1107,204471780000
1108,204875660000
1109,205279970000
1110,205684720000
1111,206089900000
1112,206495510000
1113,206901550000
1114,207308030000
1115,207714940000
1116,208122280000
1117,208530060000
1118,208938270000
1119,209346910000
1120,209755980000
1121,210165490000
1122,210575430000
1123,210985800000
1124,211396610000
1125,211807850000
1126,212219530000
1127,212631640000
1128,213044180000
1129,213457150000
1130,213870560000
1131,214284410000
1132,214698680000
1133,215113400000
1134,215528540000
1135,215944120000
1136,216360130000
1137,216776580000
1138,217193470000
1139,217610780000
1140,218028540000
1141,218446720000
1142,218865340000
1143,219284400000
1144,219703890000
1145,220123820000
1146,220544180000
1147,220964970000
1148,221386200000
1149,221807870000
1150,222229970000
1151,222652510000
1152,223075480000
1153,223498890000
1154,223922730000
1155,224347010000
1156,224771720000
1157,225196870000
1158,225622460000
1159,226048480000
1160,226474940000
1161,226901830000
1162,227329160000
1163,227756930000
1164,228185130000
1165,228613770000
1166,229042840000
1167,229472360000
1168,229902300000
1169,230332690000
1170,230763510000
1171,231194770000
1172,231626460000
1173,232058590000
1174,232491160000
1175,232924170000
1176,233357610000
1177,233791490000
1178,234225810000
1179,234660560000
1180,235095750000
1181,235531380000
1182,235967450000
1183,236403950000
1184,236840890000
1185,237278270000
1186,237716090000
1187,238154340000
1188,238593040000
1189,239032170000
1190,239471740000
1191,239911740000
1192,240352190000
1193,240793070000
1194,241234390000
1195,241676150000
1196,242118350000
1197,242560990000
1198,243004060000
1199,243447580000
1200,243891530000
1201,244335920000
1202,244780750000
1203,245226020000
1204,245671730000
1205,246117880000
1206,246564460000
1207,247011490000
1208,247458950000
1209,247906860000
1210,248355200000
1211,248803990000
1212,249253210000
1213,249702870000
1214,250152970000
1215,250603510000
1216,251054490000
1217,251505920000
1218,251957780000
1219,252410080000
1220,252862820000
1221,253316000000
1222,253769620000
1223,254223680000
1224,254678190000
1225,255133130000
1226,255588510000
1227,256044330000
1228,256500600000
1229,256957300000
1230,257414450000
1231,257872030000
1232,258330060000
1233,258788530000
1234,259247440000
1235,259706790000
1236,260166580000
1237,260626810000
1238,261087480000
1239,261548600000
1240,262010160000
1241,262472150000
1242,262934590000
1243,263397470000
1244,263860800000
1245,264324560000
1246,264788770000
1247,265253410000
1248,265718500000
1249,266184040000
1250,266650010000
1251,267116430000
1252,267583280000
1253,268050580000
1254,268518330000
1255,268986510000
1256,269455140000
1257,269924210000
1258,270393720000
1259,270863680000
1260,271334070000
1261,271804910000
1262,272276200000
1263,272747920000
1264,273220090000
1265,273692710000
1266,274165760000
1267,274639260000
1268,275113200000
1269,275587590000
1270,276062410000
1271,276537690000
1272,277013400000
1273,277489560000
1274,277966160000
1275,278443210000
1276,278920700000
1277,279398630000
1278,279877010000
1279,280355830000
1280,280835100000
1281,281314810000
1282,281794960000
1283,282275560000
1284,282756600000
1285,283238090000
1286,283720020000
1287,284202390000
1288,284685210000
1289,285168480000
1290,285652190000
1291,286136340000
1292,286620940000
1293,287105980000
1294,287591470000
1295,288077400000
1296,288563780000
1297,289050600000
1298,289537870000
1299,290025580000
1300,290513740000
1301,291002350000
1302,291491400000
1303,291980890000
1304,292470830000
1305,292961220000
1306,293452050000
1307,293943330000
1308,294435050000
1309,294927220000
1310,295419840000
1311,295912900000
1312,296406400000
1313,296900360000
1314,297394760000
1315,297889600000
1316,298384890000
1317,298880630000
1318,299376820000
1319,299873450000
1320,300370520000
1321,300868050000
1322,301366020000
1323,301864440000
1324,302363300000
1325,302862610000
1326,303362370000
1327,303862580000
1328,304363230000
1329,304864330000
1330,305365870000
1331,305867870000
1332,306370310000
1333,306873200000
1334,307376530000
1335,307880310000
1336,308384550000
1337,308889220000
1338,309394350000
1339,309899920000
1340,310405950000
1341,310912410000
1342,311419330000
1343,311926700000
1344,312434510000
1345,312942770000
1346,313451480000
1347,313960640000
1348,314470240000
1349,314980300000
1350,315490800000
1351,316001750000
1352,316513150000
1353,317025000000
1354,317537300000
1355,318050040000
1356,318563240000
1357,319076880000
1358,319590970000
1359,320105510000
1360,320620500000
1361,321135940000
1362,321651830000
1363,322168170000
1364,322684960000
1365,323202190000
1366,323719880000
1367,324238010000
1368,324756600000
1369,325275630000
1370,325795120000
1371,326315050000
1372,326835430000
1373,327356260000
1374,327877550000
1375,328399280000
1376,328921460000
1377,329444100000
1378,329967180000
1379,330490710000
1380,331014690000
1381,331539130000
1382,332064010000
1383,332589350000
1384,333115130000
1385,333641370000
1386,334168050000
1387,334695190000
1388,335222780000
1389,335750820000
1390,336279300000
1391,336808240000
1392,337337630000
1393,337867480000
1394,338397770000
1395,338928510000
1396,339459710000
1397,339991360000
1398,340523450000
1399,341056000000
1400,341589000000
1401,342122460000
1402,342656360000
1403,343190710000
1404,343725520000
1405,344260780000
1406,344796490000
1407,345332650000
1408,345869270000
1409,346406330000
1410,346943850000
1411,347481820000
1412,348020250000
1413,348559120000
1414,349098450000
1415,349638230000
1416,350178460000
1417,350719140000
1418,351260280000
1419,351801870000
1420,352343910000
1421,352886410000
1422,353429350000
1423,353972750000
1424,354516610000
1425,355060910000
1426,355605670000
1427,356150880000
1428,356696550000
1429,357242670000
1430,357789240000
1431,358336260000
1432,358883740000
1433,359431670000
1434,359980060000
1435,360528900000
1436,361078190000
1437,361627940000
1438,362178140000
1439,362728790000
1440,363279900000
1441,363831460000
1442,364383470000
1443,364935940000
1444,365488860000
1445,366042240000
1446,366596070000
1447,367150360000
1448,367705100000
1449,368260290000
1450,368815940000
1451,369372040000
1452,369928600000
1453,370485610000
1454,371043080000
1455,371601000000
1456,372159370000
1457,372718200000
1458,373277490000
1459,373837230000
1460,374397420000
1461,374958070000
1462,375519180000
1463,376080740000
1464,376642760000
1465,377205230000
1466,377768150000
1467,378331540000
1468,378895370000
1469,379459670000
1470,380024410000
1471,380589620000
1472,381155280000
1473,381721390000
1474,382287960000
1475,382854990000
1476,383422470000
1477,383990410000
1478,384558810000
1479,385127660000
1480,385696960000
1481,386266730000
1482,386836950000
1483,387407620000
1484,387978750000
1485,388550340000
1486,389122390000
1487,389694890000
1488,390267840000
1489,390841260000
1490,391415130000
1491,391989460000
1492,392564240000
1493,393139480000
1494,393715180000
1495,394291340000
1496,394867950000
1497,395445020000
1498,396022550000
1499,396600530000
1500,397178970000
1501,397757870000
1502,398337230000
1503,398917040000
1504,399497310000
1505,400078040000
1506,400659220000
1507,401240870000
1508,401822970000
1509,402405530000
1510,402988540000
1511,403572020000
1512,404155950000
1513,404740340000
1514,405325190000
1515,405910500000
1516,406496260000
1517,407082490000
1518,407669170000
1519,408256310000
1520,408843910000
1521,409431960000
1522,410020480000
1523,410609450000
1524,411198880000
1525,411788770000
1526,412379120000
1527,412969930000
1528,413561200000
1529,414152920000
1530,414745110000
1531,415337750000
1532,415930860000
1533,416524420000
1534,417118440000
1535,417712920000
1536,418307860000
1537,418903260000
1538,419499120000
1539,420095440000
1540,420692210000
1541,421289450000
1542,421887150000
1543,422485300000
1544,423083920000
1545,423683000000
1546,424282530000
1547,424882530000
1548,425482980000
1549,426083900000
1550,426685270000
1551,427287110000
1552,427889400000
1553,428492160000
1554,429095380000
1555,429699050000
1556,430303190000
1557,430907790000
1558,431512840000
1559,432118360000
1560,432724340000
1561,433330780000
1562,433937680000
1563,434545040000
1564,435152860000
1565,435761150000
1566,436369890000
1567,436979100000
1568,437588760000
1569,438198890000
1570,438809480000
1571,439420520000
1572,440032040000
1573,440644010000
1574,441256440000
1575,441869330000
1576,442482690000
1577,443096510000
1578,443710790000
1579,444325530000
1580,444940730000
1581,445556390000
1582,446172520000
1583,446789110000
1584,447406160000
1585,448023670000
1586,448641640000
1587,449260080000
1588,449878980000
1589,450498340000
1590,451118160000
1591,451738440000
1592,452359190000
1593,452980400000
1594,453602070000
1595,454224200000
1596,454846800000
1597,455469860000
1598,456093380000
1599,456717370000
1600,457341810000
1601,457966720000
1602,458592100000
1603,459217930000
1604,459844230000
1605,460470990000
1606,461098220000
1607,461725910000
1608,462354060000
1609,462982670000
1610,463611750000
1611,464241290000
1612,464871300000
1613,465501770000
1614,466132700000
1615,466764090000
1616,467395950000
1617,468028270000
1618,468661060000
1619,469294310000
1620,469928020000
1621,470562200000
1622,471196840000
1623,471831950000
1624,472467520000
1625,473103550000
1626,473740050000
1627,474377010000
1628,475014440000
1629,475652330000
1630,476290690000
1631,476929510000
1632,477568790000
1633,478208540000
1634,478848750000
1635,479489430000
1636,480130570000
1637,480772180000
1638,481414250000
1639,482056790000
1640,482699790000
1641,483343260000
1642,483987190000
1643,484631580000
1644,485276450000
1645,485921770000
1646,486567560000
1647,487213820000
1648,487860540000
1649,488507730000
1650,489155390000
1651,489803500000
1652,490452090000
1653,491101140000
1654,491750650000
1655,492400640000
1656,493051080000
1657,493702000000
1658,494353370000
1659,495005220000
1660,495657530000
1661,496310310000
1662,496963550000
1663,497617260000
1664,498271430000
1665,498926070000
1666,499581180000
1667,500236750000
1668,500892790000
1669,501549300000
1670,502206270000
1671,502863710000
1672,503521620000
1673,504179990000
1674,504838830000
1675,505498130000
1676,506157910000
1677,506818150000
1678,507478850000
1679,508140030000
1680,508801670000
1681,509463770000
1682,510126350000
1683,510789390000
1684,511452900000
1685,512116870000
1686,512781320000
1687,513446230000
1688,514111600000
1689,514777450000
1690,515443760000
1691,516110540000
1692,516777790000
1693,517445510000
1694,518113690000
1695,518782340000
1696,519451460000
1697,520121040000
1698,520791100000
1699,521461620000
1700,522132610000
1701,522804070000
1702,523476000000
1703,524148390000
1704,524821250000
1705,525494590000
1706,526168390000
1707,526842650000
1708,527517390000
1709,528192590000
1710,528868270000
1711,529544410000
1712,530221020000
1713,530898100000
1714,531575650000
1715,532253660000
1716,532932150000
1717,533611100000
1718,534290520000
1719,534970420000
1720,535650780000
1721,536331610000
1722,537012910000
1723,537694680000
1724,538376910000
1725,539059620000
1726,539742800000
1727,540426440000
1728,541110560000
1729,541795140000
1730,542480200000
1731,543165720000
1732,543851710000
1733,544538170000
1734,545225110000
1735,545912510000
1736,546600380000
1737,547288720000
1738,547977540000
1739,548666820000
1740,549356570000
1741,550046790000
1742,550737480000
1743,551428650000
1744,552120280000
1745,552812380000
1746,553504950000
1747,554198000000
1748,554891510000
1749,555585500000
1750,556279950000
1751,556974880000
1752,557670270000
1753,558366140000
1754,559062480000
1755,559759290000
1756,560456570000
1757,561154320000
1758,561852540000
1759,562551230000
1760,563250390000
1761,563950020000
1762,564650130000
1763,565350710000
1764,566051750000
1765,566753270000
1766,567455260000
1767,568157720000
1768,568860660000
1769,569564060000
1770,570267940000
1771,570972280000
1772,571677100000
1773,572382390000
1774,573088160000
1775,573794390000
1776,574501100000
1777,575208270000
1778,575915920000
1779,576624050000
1780,577332640000
1781,578041710000
1782,578751240000
1783,579461250000
1784,580171740000
1785,580882690000
1786,581594120000
1787,582306020000
1788,583018390000
1789,583731230000
1790,584444550000
1791,585158340000
1792,585872600000
1793,586587330000
1794,587302540000
1795,588018220000
1796,588734370000
1797,589451000000
1798,590168100000
1799,590885670000
1800,591603710000
1801,592322230000
1802,593041220000
1803,593760680000
1804,594480620000
1805,595201030000
1806,595921910000
1807,596643270000
1808,597365100000
1809,598087400000
1810,598810180000
1811,599533430000
1812,600257150000
1813,600981350000
1814,601706020000
1815,602431170000
1816,603156790000
1817,603882880000
1818,604609440000
1819,605336480000
1820,606064000000
1821,606791990000
1822,607520450000
1823,608249390000
1824,608978800000
1825,609708680000
1826,610439040000
1827,611169870000
1828,611901180000
1829,612632960000
1830,613365220000
1831,614097950000
1832,614831160000
1833,615564840000
1834,616298990000
1835,617033620000
1836,617768720000
1837,618504300000
1838,619240360000
1839,619976880000
1840,620713890000
1841,621451370000
1842,622189320000
1843,622927750000
1844,623666650000
1845,624406030000
1846,625145890000
1847,625886210000
1848,626627020000
1849,627368300000
1850,628110050000
1851,628852290000
1852,629594990000
1853,630338170000
1854,631081830000
1855,631825960000
1856,632570570000
1857,633315660000
1858,634061220000
1859,634807250000
1860,635553770000
1861,636300750000
1862,637048220000
1863,637796160000
1864,638544570000
1865,639293470000
1866,640042830000
1867,640792680000
1868,641543000000
1869,642293800000
1870,643045070000
1871,643796820000
1872,644549040000
1873,645301750000
1874,646054930000
1875,646808580000
1876,647562710000
1877,648317320000
1878,649072410000
1879,649827970000
1880,650584010000
1881,651340530000
1882,652097520000
1883,652854990000
1884,653612940000
1885,654371360000
